

VARS   PHI PSI -180 -175 -170 -165 -160 -155 -150 -145 -140 -135 -130 -125 -120 -115 -110 -105 -100 -95 -90 -85 -80 -75 -70 -65 -60 -55 -50 -45 -40 -35 -30 -25 -20 -15 -10 -5 0 5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 
FORMAT %8.3f %8.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f

 -95.000  -95.000  1.620  1.761  1.905  2.018  2.052  1.962  1.756  1.502  1.272  1.103  0.998  0.950  0.956  1.021  1.166  1.413  1.692  1.868  1.927  1.921  1.886  1.835  1.776  1.712  1.646  1.579  1.515  1.457  1.410  1.382  1.380  1.411  1.471  1.549  1.630  1.702  1.759  1.805  1.841  1.874  1.909  1.953  2.015  2.101  2.207  2.297  2.299  2.177  1.989  1.804  1.660  1.571  1.529  1.513  1.496  1.465  1.419  1.364  1.309  1.262  1.228  1.208  1.202  1.208  1.221  1.240  1.262  1.286  1.315  1.355  1.415  1.503
 -90.000  -90.000  1.698  1.859  2.025  2.166  2.234  2.181  1.990  1.714  1.437  1.215  1.064  0.979  0.954  1.011  1.188  1.419  1.580  1.659  1.687  1.687  1.671  1.644  1.611  1.573  1.532  1.490  1.448  1.409  1.376  1.355  1.353  1.377  1.430  1.504  1.586  1.662  1.725  1.773  1.809  1.837  1.862  1.892  1.935  2.004  2.104  2.213  2.255  2.178  2.021  1.845  1.695  1.593  1.542  1.524  1.509  1.480  1.435  1.380  1.322  1.271  1.232  1.208  1.200  1.204  1.218  1.240  1.266  1.296  1.334  1.385  1.458  1.562
 -85.000  -85.000  1.726  1.895  2.071  2.229  2.332  2.331  2.192  1.933  1.631  1.360  1.159  1.030  0.971  1.012  1.163  1.307  1.401  1.460  1.494  1.509  1.511  1.504  1.490  1.472  1.450  1.426  1.400  1.373  1.349  1.332  1.328  1.344  1.386  1.451  1.529  1.606  1.673  1.724  1.762  1.788  1.809  1.832  1.866  1.932  2.047  2.192  2.276  2.237  2.105  1.936  1.774  1.650  1.579  1.548  1.528  1.497  1.450  1.392  1.333  1.279  1.237  1.210  1.199  1.201  1.214  1.235  1.262  1.294  1.335  1.391  1.471  1.582
 -80.000  -80.000  1.713  1.879  2.054  2.219  2.345  2.396  2.328  2.128  1.837  1.535  1.284  1.103  1.000  1.006  1.094  1.182  1.255  1.314  1.356  1.384  1.400  1.407  1.408  1.403  1.394  1.381  1.365  1.347  1.328  1.313  1.306  1.314  1.343  1.396  1.465  1.540  1.608  1.663  1.703  1.731  1.750  1.770  1.805  1.881  2.031  2.223  2.341  2.326  2.212  2.049  1.876  1.729  1.631  1.579  1.547  1.510  1.460  1.400  1.340  1.286  1.243  1.215  1.201  1.200  1.210  1.228  1.253  1.283  1.324  1.380  1.460  1.570
 -75.000  -75.000  1.672  1.828  1.994  2.155  2.290  2.376  2.377  2.260  2.025  1.726  1.433  1.187  1.015  0.979  1.026  1.088  1.153  1.213  1.262  1.299  1.325  1.342  1.352  1.356  1.355  1.350  1.340  1.327  1.312  1.297  1.287  1.288  1.306  1.345  1.402  1.470  1.537  1.593  1.636  1.665  1.686  1.706  1.746  1.845  2.044  2.283  2.422  2.419  2.319  2.164  1.985  1.816  1.688  1.610  1.562  1.517  1.463  1.404  1.345  1.293  1.251  1.223  1.207  1.204  1.210  1.223  1.243  1.270  1.306  1.358  1.433  1.538
 -70.000  -70.000  1.618  1.760  1.911  2.059  2.191  2.294  2.342  2.305  2.156  1.901  1.583  1.241  0.992  0.944  0.975  1.025  1.083  1.142  1.195  1.239  1.272  1.296  1.312  1.322  1.327  1.326  1.321  1.311  1.298  1.283  1.271  1.266  1.274  1.300  1.345  1.403  1.465  1.520  1.564  1.595  1.616  1.638  1.686  1.814  2.070  2.352  2.501  2.503  2.414  2.268  2.088  1.900  1.742  1.635  1.568  1.515  1.460  1.403  1.348  1.300  1.261  1.234  1.218  1.213  1.215  1.224  1.238  1.259  1.290  1.336  1.403  1.497
 -65.000  -65.000  1.564  1.688  1.821  1.952  2.073  2.175  2.247  2.265  2.200  2.017  1.679  1.212  0.948  0.915  0.940  0.981  1.032  1.090  1.145  1.193  1.232  1.261  1.282  1.296  1.304  1.307  1.304  1.297  1.285  1.271  1.257  1.248  1.248  1.262  1.295  1.342  1.396  1.448  1.491  1.522  1.544  1.568  1.624  1.783  2.096  2.416  2.568  2.574  2.494  2.357  2.176  1.972  1.783  1.646  1.561  1.502  1.450  1.398  1.350  1.308  1.274  1.250  1.234  1.227  1.226  1.231  1.240  1.256  1.281  1.318  1.376  1.457
 -60.000  -60.000  1.518  1.625  1.739  1.851  1.955  2.048  2.123  2.169  2.161  2.040  1.657  1.111  0.910  0.895  0.915  0.949  0.995  1.049  1.106  1.157  1.199  1.232  1.257  1.275  1.286  1.291  1.290  1.284  1.274  1.260  1.245  1.233  1.226  1.232  1.253  1.288  1.333  1.379  1.420  1.450  1.472  1.496  1.559  1.746  2.113  2.466  2.622  2.629  2.557  2.428  2.245  2.023  1.803  1.638  1.539  1.479  1.432  1.389  1.350  1.315  1.288  1.267  1.253  1.246  1.243  1.246  1.252  1.263  1.281  1.311  1.359  1.428
 -55.000  -55.000  1.488  1.578  1.673  1.767  1.854  1.931  1.998  2.049  2.067  1.971  1.517  1.009  0.885  0.881  0.897  0.926  0.967  1.018  1.074  1.127  1.172  1.209  1.237  1.257  1.270  1.277  1.278  1.274  1.264  1.251  1.236  1.220  1.210  1.208  1.218  1.242  1.277  1.316  1.352  1.381  1.402  1.425  1.491  1.699  2.114  2.500  2.661  2.672  2.606  2.481  2.292  2.048  1.797  1.608  1.501  1.444  1.407  1.375  1.346  1.320  1.299  1.283  1.273  1.267  1.266  1.267  1.271  1.279  1.293  1.317  1.355  1.412
 -50.000  -50.000  1.473  1.549  1.629  1.706  1.776  1.838  1.891  1.935  1.954  1.842  1.332  0.939  0.871  0.871  0.885  0.909  0.945  0.993  1.048  1.103  1.151  1.190  1.221  1.243  1.258  1.267  1.269  1.266  1.257  1.244  1.228  1.211  1.196  1.189  1.191  1.205  1.230  1.261  1.291  1.316  1.334  1.356  1.421  1.642  2.096  2.517  2.689  2.703  2.640  2.514  2.314  2.044  1.763  1.557  1.449  1.400  1.374  1.354  1.335  1.318  1.305  1.295  1.290  1.288  1.290  1.293  1.298  1.305  1.316  1.334  1.364  1.411
 -45.000  -45.000  1.475  1.539  1.606  1.670  1.726  1.773  1.813  1.844  1.851  1.694  1.170  0.898  0.861  0.864  0.876  0.897  0.930  0.976  1.030  1.085  1.136  1.178  1.211  1.235  1.251  1.261  1.264  1.261  1.253  1.240  1.223  1.205  1.187  1.174  1.170  1.175  1.191  1.213  1.237  1.257  1.272  1.291  1.352  1.572  2.054  2.516  2.705  2.724  2.662  2.529  2.309  2.007  1.700  1.488  1.386  1.348  1.333  1.322  1.313  1.305  1.300  1.298  1.299  1.304  1.311  1.319  1.327  1.336  1.347  1.362  1.386  1.423
 -40.000  -40.000  1.490  1.544  1.602  1.656  1.701  1.737  1.764  1.783  1.771  1.554  1.056  0.875  0.856  0.859  0.869  0.889  0.921  0.965  1.020  1.077  1.129  1.174  1.208  1.234  1.252  1.262  1.266  1.263  1.255  1.241  1.223  1.203  1.182  1.165  1.154  1.152  1.159  1.173  1.190  1.205  1.216  1.231  1.284  1.493  1.986  2.494  2.711  2.736  2.671  2.524  2.275  1.938  1.614  1.406  1.315  1.288  1.281  1.279  1.277  1.277  1.280  1.286  1.296  1.309  1.324  1.339  1.353  1.367  1.380  1.395  1.416  1.447
 -35.000  -35.000  1.513  1.560  1.611  1.658  1.697  1.725  1.743  1.751  1.717  1.434  0.982  0.862  0.852  0.856  0.866  0.885  0.917  0.963  1.019  1.078  1.134  1.180  1.217  1.245  1.263  1.274  1.277  1.274  1.265  1.249  1.230  1.207  1.183  1.161  1.145  1.136  1.135  1.141  1.151  1.161  1.168  1.177  1.221  1.408  1.893  2.450  2.705  2.739  2.667  2.498  2.211  1.841  1.511  1.316  1.239  1.220  1.218  1.221  1.225  1.232  1.243  1.258  1.277  1.299  1.323  1.347  1.370  1.390  1.409  1.427  1.448  1.476
 -30.000  -30.000  1.539  1.582  1.628  1.672  1.707  1.731  1.744  1.743  1.684  1.335  0.936  0.854  0.849  0.854  0.865  0.886  0.920  0.969  1.029  1.092  1.152  1.202  1.241  1.269  1.289  1.299  1.302  1.297  1.286  1.269  1.246  1.220  1.192  1.165  1.142  1.126  1.118  1.117  1.120  1.124  1.127  1.132  1.165  1.322  1.777  2.377  2.685  2.732  2.649  2.449  2.119  1.721  1.398  1.223  1.159  1.144  1.145  1.150  1.158  1.171  1.189  1.212  1.239  1.270  1.303  1.337  1.369  1.399  1.426  1.450  1.475  1.503
 -25.000  -25.000  1.559  1.602  1.648  1.691  1.726  1.748  1.759  1.752  1.665  1.253  0.906  0.850  0.848  0.854  0.868  0.892  0.931  0.986  1.052  1.122  1.186  1.240  1.281  1.311  1.331  1.342  1.343  1.337  1.323  1.303  1.276  1.245  1.211  1.177  1.147  1.123  1.108  1.100  1.097  1.096  1.095  1.096  1.118  1.242  1.645  2.271  2.647  2.714  2.615  2.375  1.999  1.585  1.280  1.128  1.074  1.061  1.062  1.069  1.081  1.098  1.121  1.150  1.185  1.223  1.264  1.306  1.348  1.387  1.424  1.457  1.489  1.522
 -20.000  -20.000  1.567  1.614  1.663  1.709  1.746  1.771  1.782  1.772  1.651  1.183  0.887  0.847  0.847  0.856  0.873  0.903  0.950  1.014  1.089  1.167  1.237  1.295  1.340  1.372  1.392  1.403  1.404  1.396  1.379  1.355  1.324  1.286  1.245  1.203  1.164  1.131  1.106  1.090  1.080  1.074  1.070  1.068  1.081  1.173  1.507  2.122  2.568  2.667  2.554  2.271  1.854  1.438  1.162  1.032  0.987  0.974  0.975  0.983  0.997  1.018  1.045  1.078  1.117  1.160  1.207  1.255  1.304  1.352  1.398  1.441  1.483  1.524
 -15.000  -15.000  1.555  1.611  1.667  1.721  1.764  1.794  1.808  1.795  1.634  1.123  0.874  0.845  0.849  0.861  0.883  0.921  0.979  1.055  1.141  1.227  1.304  1.366  1.414  1.448  1.470  1.481  1.482  1.473  1.454  1.427  1.391  1.347  1.298  1.246  1.195  1.150  1.114  1.088  1.071  1.060  1.052  1.048  1.057  1.128  1.380  1.852  2.252  2.407  2.353  2.094  1.681  1.288  1.046  0.937  0.898  0.886  0.887  0.896  0.912  0.935  0.965  1.000  1.041  1.086  1.136  1.187  1.241  1.294  1.348  1.400  1.451  1.502
 -10.000  -10.000  1.517  1.584  1.652  1.718  1.773  1.812  1.832  1.817  1.611  1.072  0.864  0.845  0.852  0.869  0.899  0.948  1.019  1.109  1.207  1.301  1.384  1.450  1.501  1.537  1.560  1.572  1.574  1.565  1.546  1.516  1.477  1.427  1.370  1.308  1.244  1.185  1.135  1.096  1.069  1.052  1.043  1.046  1.080  1.181  1.337  1.472  1.567  1.643  1.694  1.662  1.460  1.157  0.942  0.846  0.810  0.800  0.802  0.813  0.831  0.855  0.886  0.921  0.962  1.007  1.056  1.109  1.163  1.220  1.277  1.335  1.394  1.454
  -5.000   -5.000  1.453  1.530  1.612  1.693  1.765  1.818  1.850  1.834  1.577  1.028  0.858  0.846  0.857  0.881  0.921  0.984  1.071  1.175  1.284  1.386  1.472  1.541  1.593  1.631  1.656  1.670  1.673  1.665  1.647  1.618  1.578  1.526  1.463  1.391  1.314  1.239  1.171  1.116  1.078  1.058  1.068  1.131  1.235  1.316  1.356  1.375  1.385  1.393  1.395  1.383  1.324  1.159  0.921  0.775  0.728  0.719  0.724  0.737  0.756  0.781  0.810  0.845  0.884  0.927  0.974  1.025  1.079  1.135  1.193  1.254  1.317  1.383
   0.000    0.000  1.368  1.451  1.543  1.641  1.733  1.808  1.855  1.842  1.532  0.991  0.854  0.850  0.866  0.899  0.952  1.031  1.135  1.252  1.370  1.476  1.564  1.634  1.687  1.725  1.751  1.766  1.772  1.767  1.752  1.725  1.687  1.635  1.570  1.492  1.405  1.313  1.226  1.152  1.107  1.117  1.193  1.271  1.314  1.336  1.348  1.355  1.360  1.361  1.357  1.342  1.300  1.202  1.018  0.796  0.668  0.641  0.650  0.666  0.687  0.712  0.741  0.773  0.810  0.850  0.894  0.941  0.992  1.045  1.102  1.162  1.225  1.293
   5.000    5.000  1.268  1.352  1.450  1.559  1.672  1.772  1.843  1.837  1.476  0.960  0.853  0.856  0.880  0.924  0.993  1.090  1.209  1.338  1.461  1.568  1.656  1.724  1.776  1.814  1.840  1.857  1.864  1.863  1.851  1.829  1.795  1.748  1.685  1.606  1.512  1.406  1.295  1.197  1.165  1.207  1.252  1.283  1.303  1.318  1.329  1.337  1.342  1.344  1.339  1.322  1.277  1.181  1.020  0.821  0.654  0.572  0.566  0.592  0.620  0.648  0.677  0.707  0.741  0.777  0.817  0.860  0.907  0.956  1.009  1.066  1.127  1.194
  10.000   10.000  1.161  1.242  1.339  1.453  1.580  1.705  1.805  1.813  1.414  0.935  0.854  0.865  0.899  0.957  1.044  1.159  1.292  1.429  1.553  1.659  1.743  1.808  1.857  1.894  1.920  1.938  1.947  1.948  1.940  1.924  1.896  1.855  1.799  1.723  1.623  1.486  1.301  1.166  1.161  1.195  1.228  1.254  1.276  1.293  1.306  1.316  1.322  1.325  1.319  1.299  1.248  1.145  0.980  0.792  0.637  0.544  0.504  0.506  0.536  0.576  0.612  0.645  0.677  0.711  0.747  0.785  0.827  0.872  0.920  0.972  1.029  1.091
  15.000   15.000  1.055  1.130  1.220  1.330  1.462  1.605  1.736  1.766  1.347  0.917  0.859  0.880  0.926  1.000  1.106  1.238  1.382  1.521  1.644  1.744  1.822  1.883  1.929  1.964  1.990  2.007  2.017  2.021  2.017  2.005  1.983  1.950  1.900  1.821  1.665  1.359  1.107  1.075  1.111  1.151  1.188  1.218  1.243  1.263  1.279  1.291  1.299  1.302  1.296  1.273  1.217  1.104  0.935  0.754  0.613  0.530  0.490  0.474  0.474  0.492  0.528  0.572  0.612  0.647  0.681  0.716  0.754  0.794  0.837  0.884  0.935  0.991
  20.000   20.000  0.955  1.021  1.101  1.202  1.328  1.478  1.632  1.692  1.278  0.904  0.868  0.900  0.962  1.055  1.179  1.325  1.475  1.613  1.729  1.822  1.894  1.950  1.992  2.024  2.048  2.065  2.076  2.080  2.079  2.071  2.055  2.026  1.963  1.777  1.342  1.009  0.965  1.006  1.055  1.101  1.142  1.176  1.205  1.228  1.247  1.262  1.271  1.275  1.269  1.244  1.181  1.061  0.890  0.717  0.590  0.519  0.484  0.469  0.464  0.463  0.469  0.488  0.526  0.572  0.614  0.651  0.686  0.723  0.761  0.802  0.848  0.898
  25.000   25.000  0.862  0.920  0.990  1.077  1.190  1.334  1.498  1.589  1.212  0.898  0.882  0.928  1.007  1.120  1.261  1.417  1.567  1.699  1.807  1.892  1.957  2.007  2.045  2.074  2.096  2.112  2.123  2.128  2.129  2.124  2.106  2.048  1.814  1.268  0.895  0.846  0.889  0.944  0.997  1.047  1.091  1.129  1.162  1.189  1.211  1.228  1.240  1.245  1.239  1.211  1.143  1.016  0.846  0.683  0.570  0.509  0.480  0.468  0.462  0.460  0.460  0.462  0.468  0.487  0.525  0.573  0.617  0.655  0.691  0.729  0.769  0.813
  30.000   30.000  0.779  0.829  0.888  0.962  1.059  1.187  1.346  1.462  1.148  0.898  0.903  0.965  1.064  1.195  1.350  1.510  1.657  1.780  1.878  1.953  2.011  2.056  2.090  2.116  2.136  2.150  2.160  2.166  2.166  2.155  2.089  1.790  1.163  0.782  0.731  0.771  0.826  0.883  0.938  0.989  1.037  1.079  1.115  1.146  1.171  1.190  1.204  1.211  1.205  1.175  1.101  0.971  0.803  0.653  0.553  0.500  0.476  0.466  0.462  0.460  0.459  0.459  0.460  0.461  0.468  0.487  0.525  0.574  0.620  0.659  0.697  0.736
